-0.02,72.9586125,-248.217997261
-0.0171428571429,73.5986,-248.218821402
-0.0142857142857,74.2423125,-248.219526239
-0.0114285714286,74.889775,-248.220111311
-0.00857142857143,75.5409875,-248.220581316
-0.00571428571429,76.1959625,-248.220937094
-0.00285714285714,76.8547125,-248.221191371
0.0,77.51725,-248.221367379
0.00285714285714,78.18358125,-248.221464445
0.00571428571429,78.853725,-248.221487704
0.00857142857143,79.52768125,-248.221443171
0.0114285714286,80.205475,-248.221334507
0.0142857142857,80.8871,-248.221157454
0.0171428571429,81.57258125,-248.220923105
0.02,82.261925,-248.220632978
