-0.003,110.062,-39.5119113775
-0.00266666666667,110.17245,-39.5119165775
-0.00233333333333,110.28295,-39.5119211225
-0.002,110.393525,-39.5119250075
-0.00166666666667,110.504175,-39.5119282425
-0.00133333333333,110.6149,-39.511942755
-0.001,110.7257,-39.5119446975
-0.000666666666667,110.836575,-39.5119459925
-0.000333333333333,110.947525,-39.5119466425
0.0,111.05855,-39.5119466525
0.000333333333333,111.169625,-39.51194602
0.000666666666667,111.2808,-39.5119447525
0.001,111.39205,-39.51194285
0.00133333333333,111.503375,-39.5119403125
0.00166666666667,111.61475,-39.5119645675
0.002,111.726225,-39.5119606975
0.00233333333333,111.837775,-39.51195629
0.00266666666667,111.949375,-39.51195126
0.003,112.061075,-39.5119456075
