0,0,0,0.0,102.11764375,-512.029942428,-16384.9581577
1,0,1,0.000833333333333,102.202740625,-512.029951029,-16384.9584329
2,0,2,0.00166666666667,102.287840625,-512.029958978,-16384.9586873
3,0,3,0.0025,102.3729375,-512.029965669,-16384.9589014
4,0,4,0.00333333333333,102.4580375,-512.02997101,-16384.9590723
5,0,5,0.00416666666667,102.543134375,-512.029975634,-16384.9592203
6,0,6,0.005,102.62823125,-512.029979176,-16384.9593336
7,1,0,0.0,102.11764375,-512.029942428,-16384.9581577
8,1,1,0.000833333333333,102.202740625,-512.029951029,-16384.9584329
9,1,2,0.00166666666667,102.287840625,-512.029958977,-16384.9586873
10,1,3,0.0025,102.3729375,-512.029965669,-16384.9589014
11,1,4,0.00333333333333,102.4580375,-512.02997101,-16384.9590723
12,1,5,0.00416666666667,102.543134375,-512.029975634,-16384.9592203
13,1,6,0.005,102.62823125,-512.029979176,-16384.9593336
14,2,0,0.0,102.11764375,-512.029942428,-16384.9581577
15,2,1,0.000833333333333,102.202740625,-512.029951028,-16384.9584329
16,2,2,0.00166666666667,102.287840625,-512.029958976,-16384.9586872
17,2,3,0.0025,102.3729375,-512.029965668,-16384.9589014
18,2,4,0.00333333333333,102.4580375,-512.029971009,-16384.9590723
19,2,5,0.00416666666667,102.543134375,-512.029975633,-16384.9592202
20,2,6,0.005,102.62823125,-512.029979175,-16384.9593336
21,3,0,0.0,102.11764375,-512.029942428,-16384.9581577
22,3,1,0.000833333333333,102.11764375,-512.029941101,-16384.9581152
23,3,2,0.00166666666667,102.11764375,-512.029938688,-16384.958038
24,3,3,0.0025,102.11764375,-512.02993436,-16384.9578995
25,3,4,0.00333333333333,102.11764375,-512.029928898,-16384.9577247
26,3,5,0.00416666666667,102.11764375,-512.029921528,-16384.9574889
27,3,6,0.005,102.11764375,-512.029912498,-16384.9571999
28,4,0,0.0,102.11764375,-512.029942428,-16384.9581577
29,4,1,0.000833333333333,102.11764375,-512.029941102,-16384.9581153
30,4,2,0.00166666666667,102.11764375,-512.029938688,-16384.958038
31,4,3,0.0025,102.11764375,-512.02993436,-16384.9578995
32,4,4,0.00333333333333,102.11764375,-512.029928898,-16384.9577247
33,4,5,0.00416666666667,102.11764375,-512.029921529,-16384.9574889
34,4,6,0.005,102.11764375,-512.029912498,-16384.9571999
35,5,0,0.0,102.11764375,-512.029942428,-16384.9581577
36,5,1,0.000833333333333,102.11764375,-512.029941099,-16384.9581152
37,5,2,0.00166666666667,102.11764375,-512.029938686,-16384.9580379
38,5,3,0.0025,102.11764375,-512.029934357,-16384.9578994
39,5,4,0.00333333333333,102.11764375,-512.029928895,-16384.9577247
40,5,5,0.00416666666667,102.11764375,-512.029921526,-16384.9574888
41,5,6,0.005,102.11764375,-512.029912495,-16384.9571998
42,6,0,0.0,102.11764375,-512.029942428,-16384.9581577
43,6,1,0.000833333333333,102.11764375,-512.029941503,-16384.9581281
44,6,2,0.00166666666667,102.11764375,-512.029940672,-16384.9581015
45,6,3,0.0025,102.11764375,-512.029938907,-16384.958045
46,6,4,0.00333333333333,102.11764375,-512.029936228,-16384.9579593
47,6,5,0.00416666666667,102.11764375,-512.02993328,-16384.957865
48,6,6,0.005,102.11764375,-512.02992936,-16384.9577395
49,7,0,0.0,102.11764375,-512.029942428,-16384.9581577
50,7,1,0.000833333333333,102.11764375,-512.02994151,-16384.9581283
51,7,2,0.00166666666667,102.11764375,-512.029940672,-16384.9581015
52,7,3,0.0025,102.11764375,-512.029938907,-16384.958045
53,7,4,0.00333333333333,102.11764375,-512.029936216,-16384.9579589
54,7,5,0.00416666666667,102.11764375,-512.02993327,-16384.9578647
55,7,6,0.005,102.11764375,-512.029929352,-16384.9577392
56,8,0,0.0,102.11764375,-512.029942428,-16384.9581577
57,8,1,0.000833333333333,102.11764375,-512.029941501,-16384.958128
58,8,2,0.00166666666667,102.11764375,-512.029940672,-16384.9581015
59,8,3,0.0025,102.11764375,-512.029938907,-16384.958045
60,8,4,0.00333333333333,102.11764375,-512.029936228,-16384.9579593
61,8,5,0.00416666666667,102.11764375,-512.029933266,-16384.9578645
62,8,6,0.005,102.11764375,-512.029929348,-16384.9577391
