-0.02,69.9325,-329.258144209
-0.0171428571429,70.54594375,-329.258972658
-0.0142857142857,71.16295625,-329.259701381
-0.0114285714286,71.7835625,-329.260323239
-0.00857142857143,72.4077625,-329.260847664
-0.00571428571429,73.035575,-329.261269464
-0.00285714285714,73.667,-329.261596125
0.0,74.30205625,-329.261843374
0.00285714285714,74.94075625,-329.261995738
0.00571428571429,75.5831,-329.262066789
0.00857142857143,76.22910625,-329.262061464
0.0114285714286,76.87878125,-329.261972621
0.0142857142857,77.5321375,-329.261813301
0.0171428571429,78.1891875,-329.261592328
0.02,78.8499375,-329.26129655
